Hydrophone 1,Hydrophone 2,Hydrophone 3,Hydrophone 4,Hydrophone 5
-43,-41,-42,-41,-43
-43,-42,-42,-41,-43
-56,-41,-42,-41,-43
-42,-42,-41,-41,-43
-71,-42,-43,-41,-43
-54,-42,-42,-41,-43
-39,-42,-43,-41,-43
-24,-42,-43,-41,-43
-38,-42,-42,-41,-43
-54,-42,-42,-41,-44
-46,-41,-41,-41,-43
-58,-42,-43,-42,-43
-53,-42,-41,-42,-43
-25,-42,-42,-41,-43
-36,-43,-42,-42,-43
-22,-42,-42,-41,-43
-58,-42,-42,-41,-43
-38,-42,-42,-41,-43
-76,-42,-42,-42,-43
-56,-42,-42,-41,-43
-54,-42,-42,-41,-43
-44,-42,-42,-42,-43
-34,-42,-42,-41,-43
-51,-42,-41,-41,-43
-17,-42,-42,-41,-43
-30,-41,-42,-41,-43
-72,-42,-42,-41,-43
-55,-42,-43,-42,-43
-59,-42,-42,-41,-43
-4,-42,-43,-42,-43
-36,-42,-43,-42,-43
-33,-42,-42,-42,-43
-32,-42,-42,-42,-44
-50,-42,-42,-41,-43
-53,-42,-42,-41,-43
-96,-42,-42,-41,-43
-38,-42,-42,-41,-43
-44,-43,-43,-42,-43
-50,-42,-43,-42,-43
-27,-41,-42,-41,-43
-29,-42,-42,-42,-43
-41,-42,-42,-41,-43
-74,-42,-42,-42,-43
-46,-42,-42,-41,-43
-47,-42,-42,-42,-43
-58,-43,-43,-42,-42
-38,-42,-42,-41,-42
-36,-42,-42,-41,-42
-5,-41,-42,-42,-44
-49,-42,-42,-41,-43
-54,-42,-43,-41,-43
-49,-42,-42,-42,-43
-57,-42,-42,-41,-43
-41,-41,-43,-41,-43
-42,-42,-43,-42,-42
-26,-41,-42,-42,-43
-43,-42,-42,-41,-43
-46,-42,-42,-41,-43
-45,-42,-42,-41,-43
-74,-41,-42,-41,-43
-40,-42,-43,-42,-43
-55,-43,-43,-42,-43
-54,-42,-42,-41,-43
-28,-41,-42,-41,-43
-39,-42,-42,-41,-43
-42,-42,-42,-41,-44
-64,-41,-42,-41,-43
-49,-42,-42,-42,-43
-51,-41,-42,-41,-44
-53,-42,-42,-42,-43
-9,-43,-43,-42,-43
-34,-42,-43,-42,-43
-23,-42,-43,-41,-43
-53,-43,-42,-41,-43
-50,-42,-42,-42,-43
-71,-42,-42,-41,-43
-53,-42,-42,-41,-43
-34,-42,-43,-42,-43
-36,-42,-42,-42,-43
-33,-42,-42,-41,-43
-50,-42,-42,-42,-43
-61,-42,-42,-41,-43
-31,-42,-43,-42,-43
-72,-42,-43,-42,-43
-51,-42,-43,-42,-44
-42,-42,-42,-42,-43
4,-42,-42,-41,-42
-30,-44,-42,-42,-42
-57,-43,-43,-41,-43
-43,-42,-42,-41,-43
-57,-42,-43,-41,-43
-55,-42,-42,-42,-44
-49,-42,-42,-42,-43
-34,-42,-43,-42,-44
-5,-42,-43,-42,-44
-42,-42,-42,-42,-43
-42,-42,-42,-41,-43
-45,-42,-42,-42,-43
-52,-42,-42,-41,-43
-49,-42,-42,-42,-43
-44,-42,-42,-42,-43
-23,-42,-43,-42,-43
-43,-42,-42,-41,-43
-38,-42,-42,-42,-42
-37,-42,-43,-42,-44
-62,-41,-42,-41,-43
-38,-41,-42,-42,-43
-58,-42,-42,-42,-42
-49,-42,-42,-42,-43
-30,-42,-42,-42,-43
-20,-42,-43,-41,-43
-33,-43,-43,-41,-43
-52,-41,-42,-41,-43
-43,-42,-42,-41,-43
-53,-42,-43,-42,-43
-49,-42,-42,-41,-43
-20,-41,-42,-42,-43
-30,-42,-43,-42,-43
-20,-42,-42,-42,-43
-52,-42,-42,-41,-42
-30,-41,-42,-42,-42
-75,-42,-43,-42,-43
-48,-42,-42,-41,-43
-51,-43,-43,-42,-43
-44,-42,-43,-42,-43
-28,-42,-42,-41,-43
-45,-42,-42,-41,-43
1,-41,-42,-41,-43
-25,-43,-42,-41,-43
-59,-42,-42,-41,-44
-53,-42,-43,-42,-43
-57,-43,-42,-42,-43
-14,-42,-43,-42,-44
-37,-42,-43,-42,-43
-25,-42,-43,-42,-43
-26,-42,-42,-41,-43
-37,-42,-43,-42,-43
-47,-42,-43,-42,-43
-89,-41,-42,-41,-43
-33,-42,-41,-41,-42
-42,-42,-42,-41,-43
-48,-42,-42,-42,-43
-27,-42,-42,-41,-43
-15,-42,-42,-42,-43
-31,-43,-42,-42,-43
-71,-42,-42,-42,-43
-40,-42,-43,-42,-44
-41,-43,-43,-42,-44
-49,-42,-42,-42,-43
-32,-41,-42,-41,-43
-31,-42,-42,-42,-43
-5,-42,-42,-41,-43
-40,-42,-42,-40,-43
-59,-42,-43,-42,-43
-44,-42,-42,-42,-43
-49,-42,-42,-41,-43
-22,-42,-43,-42,-43
-34,-43,-42,-42,-43
-26,-42,-42,-42,-43
-38,-42,-42,-41,-43
-42,-41,-42,-41,-42
-38,-42,-42,-42,-43
-69,-41,-42,-41,-42
-35,-42,-42,-41,-43
-46,-42,-42,-42,-43
-44,-42,-42,-42,-43
-26,-43,-42,-41,-42
-37,-42,-42,-41,-43
-36,-41,-42,-42,-43
-62,-42,-42,-41,-43
-42,-41,-42,-41,-43
-39,-42,-42,-42,-43
-45,-42,-42,-42,-43
17,-42,-43,-42,-43
-24,-44,-42,-42,-43
-34,-42,-42,-41,-43
-49,-42,-42,-42,-42
-49,-42,-42,-41,-43
-58,-42,-43,-42,-43
-47,-42,-43,-42,-43
-25,-43,-43,-42,-43
-28,-42,-42,-41,-43
-30,-41,-42,-41,-43
-44,-42,-42,-41,-42
-62,-41,-42,-41,-43
-29,-41,-42,-41,-43
-66,-42,-43,-42,-43
-51,-42,-42,-42,-43
-35,-42,-42,-41,-43
-2,-42,-42,-41,-43
-30,-42,-43,-41,-43
-63,-42,-42,-41,-43
-34,-42,-42,-41,-43
-52,-42,-43,-42,-42
-49,-42,-42,-42,-43
-37,-42,-42,-42,-43
-31,-42,-42,-42,-43
-1,-42,-43,-42,-44
-42,-42,-41,-41,-43
-45,-42,-42,-41,-43
-43,-42,-42,-42,-43
-50,-41,-42,-41,-43
-39,-42,-42,-41,-43
-39,-43,-42,-41,-43
-21,-42,-42,-42,-43
-39,-42,-42,-41,-43
-37,-42,-43,-41,-43
-36,-42,-42,-41,-43
-67,-41,-42,-41,-43
-33,-43,-42,-42,-42
-39,-42,-42,-42,-44
-53,-42,-42,-41,-43
-22,-42,-42,-41,-43
-47,-42,-42,-41,-43
-35,-42,-42,-41,-43
-59,-42,-42,-40,-43
-45,-42,-42,-42,-43
-40,-41,-42,-42,-43
-48,-42,-42,-42,-43
19,-42,-43,-42,-43
-25,-44,-42,-42,-43
-32,-42,-42,-42,-43
-49,-43,-41,-41,-43
-53,-42,-42,-41,-42
-35,-43,-42,-42,-43
-43,-42,-42,-42,-43
-24,-42,-42,-42,-43
-30,-42,-42,-42,-43
-37,-41,-42,-41,-43
-51,-42,-43,-42,-43
-95,-42,-42,-42,-43
-31,-42,-42,-42,-43
-43,-43,-43,-42,-43
-50,-42,-42,-42,-43
-26,-42,-42,-41,-43
-16,-42,-42,-41,-43
-33,-42,-42,-41,-43
-67,-41,-42,-41,-42
-41,-42,-42,-42,-43
-53,-42,-42,-42,-43
-50,-42,-42,-41,-43
-34,-42,-42,-41,-43
-32,-42,-42,-42,-43
-6,-43,-43,-41,-44
-44,-43,-42,-42,-43
-51,-41,-41,-41,-43
-43,-42,-42,-42,-43
-50,-42,-43,-41,-43
-28,-42,-42,-41,-43
-36,-42,-42,-41,-43
-25,-42,-42,-42,-43
-38,-42,-42,-41,-42
-38,-42,-43,-42,-42
-42,-42,-43,-41,-43
-71,-42,-42,-41,-43
-34,-41,-41,-42,-43
-48,-42,-42,-42,-42
-50,-41,-42,-41,-43
-30,-42,-42,-41,-43
-30,-42,-42,-41,-43
-36,-42,-43,-42,-43
-58,-42,-42,-42,-43
-45,-42,-42,-42,-43
-51,-42,-43,-42,-44
-51,-42,-42,-42,-44
3,-42,-42,-41,-42
-26,-44,-42,-41,-42
-21,-43,-42,-41,-43
-53,-42,-42,-41,-43
-53,-42,-41,-42,-42
-63,-42,-42,-42,-43
-49,-41,-42,-41,-43
-30,-42,-42,-41,-43
-35,-42,-43,-42,-43
-30,-42,-42,-42,-44
-45,-42,-42,-42,-43
-44,-41,-42,-41,-43
-29,-42,-42,-41,-43
-73,-41,-42,-41,-43
-52,-41,-43,-41,-42
-48,-42,-42,-41,-43
7,-42,-42,-41,-43
-30,-44,-43,-41,-42
-49,-42,-41,-41,-43
-33,-42,-42,-41,-43
-54,-42,-43,-41,-44
-50,-43,-42,-42,-44
-50,-42,-43,-42,-43
-33,-41,-42,-41,-43
0,-42,-42,-42,-43
-43,-42,-42,-41,-43
-38,-41,-42,-41,-43
-42,-42,-42,-42,-42
-52,-42,-42,-41,-43
-54,-42,-42,-41,-43
-41,-42,-42,-42,-43
-32,-41,-43,-42,-43
-46,-42,-42,-42,-43
-34,-42,-41,-41,-43
-42,-42,-43,-41,-43
-58,-42,-42,-41,-43
-41,-41,-42,-41,-43
-68,-42,-42,-41,-42
-48,-42,-42,-41,-43
-38,-42,-42,-41,-43
-21,-42,-42,-42,-43
-38,-42,-43,-41,-43
-51,-41,-42,-41,-43
-42,-41,-42,-41,-43
-56,-42,-42,-42,-43
-50,-42,-42,-41,-43
-17,-42,-42,-42,-43
-33,-42,-43,-41,-42
-20,-42,-42,-42,-43
-49,-42,-42,-41,-43
-37,-42,-43,-42,-43
-75,-42,-42,-42,-44
-50,-42,-42,-42,-43
-51,-43,-42,-42,-43
-45,-42,-42,-41,-42
-29,-42,-42,-42,-43
-46,-42,-41,-41,-43
-8,-42,-42,-41,-42
-33,-42,-43,-41,-43
-62,-42,-42,-41,-43
-57,-42,-42,-42,-43
-59,-42,-43,-42,-43
-4,-42,-42,-42,-44
-33,-42,-43,-42,-43
-33,-42,-42,-42,-43
-32,-42,-42,-42,-43
-53,-42,-42,-41,-43
-56,-43,-42,-42,-43
-91,-42,-42,-41,-43
-37,-41,-42,-41,-44
-26,-42,-43,-42,-43
-48,-42,-42,-41,-43
-30,-42,-42,-41,-43
-43,-42,-42,-42,-43
-47,-42,-42,-41,-44
-73,-42,-42,-41,-44
-51,-41,-42,-42,-43
-33,-42,-42,-41,-43
-48,-42,-42,-42,-43
-35,-42,-41,-41,-43
-41,-42,-43,-42,-43
-44,-42,-42,-41,-44
-41,-42,-42,-41,-43
-71,-42,-43,-42,-42
-55,-43,-43,-41,-43
-47,-42,-42,-42,-43
-17,-42,-42,-41,-43
-34,-42,-43,-41,-43
-47,-42,-42,-42,-44
-44,-42,-42,-42,-43
-52,-42,-43,-41,-43
-49,-42,-42,-41,-43
-28,-42,-43,-42,-43
-33,-42,-42,-42,-43
-23,-42,-43,-42,-43
-51,-42,-42,-42,-43
-37,-42,-42,-42,-43
-77,-42,-42,-42,-43
-51,-42,-42,-42,-44
-45,-42,-42,-42,-43
-41,-42,-42,-41,-43
-29,-42,-42,-41,-43
-51,-42,-42,-42,-43
-43,-41,-42,-41,-43
-31,-42,-43,-41,-43
-74,-42,-42,-41,-43
-55,-42,-43,-42,-43
-43,-42,-43,-42,-43
2,-42,-42,-41,-43
-33,-43,-42,-41,-43
-55,-42,-42,-42,-43
-37,-42,-42,-41,-43
-56,-41,-42,-42,-43
-54,-42,-42,-42,-43
-58,-42,-43,-42,-43
-36,-42,-43,-41,-42
-2,-42,-43,-42,-43
-48,-42,-42,-42,-43
-35,-41,-42,-41,-43
-43,-42,-42,-41,-43
-51,-41,-42,-41,-42
-60,-42,-43,-42,-43
-45,-42,-42,-41,-43
-30,-42,-42,-41,-43
-47,-42,-42,-41,-43
-36,-41,-42,-41,-43
-40,-42,-42,-42,-43
-51,-41,-42,-41,-43
-40,-42,-42,-41,-43
-71,-43,-42,-42,-43
-53,-42,-42,-42,-44
-39,-42,-42,-41,-44
-18,-42,-42,-41,-43
-36,-42,-42,-42,-43
-42,-41,-42,-41,-43
-44,-42,-42,-41,-43
-54,-42,-42,-42,-43
-50,-42,-42,-42,-43
-45,-42,-42,-42,-43
-35,-42,-42,-41,-42
-24,-42,-42,-42,-43
-56,-42,-42,-42,-43
-35,-41,-42,-40,-43
-75,-42,-42,-42,-43
-49,-42,-42,-41,-43
-53,-41,-42,-41,-43
-44,-42,-42,-41,-42
-30,-42,-42,-41,-43
-50,-42,-42,-41,-43
-13,-41,-42,-42,-43
-29,-42,-42,-41,-43
-64,-42,-41,-41,-43
-54,-43,-43,-42,-43
-56,-43,-42,-42,-42
-12,-42,-42,-42,-43
-42,-42,-42,-42,-43
-27,-42,-42,-41,-42
-29,-41,-42,-41,-43
-54,-42,-42,-42,-43
-56,-41,-43,-42,-43
-90,-42,-42,-42,-43
-36,-42,-42,-41,-43
-30,-42,-43,-42,-43
-51,-42,-42,-42,-44
-29,-42,-42,-41,-44
-45,-41,-42,-41,-42
-47,-42,-42,-42,-42
-73,-42,-42,-42,-44
-46,-41,-42,-42,-43
-43,-42,-43,-42,-43
-53,-42,-42,-42,-43
-37,-42,-42,-42,-43
-36,-42,-43,-42,-43
-27,-42,-42,-42,-43
-45,-42,-43,-42,-43
-67,-41,-42,-41,-43
-52,-42,-42,-42,-43
-51,-42,-42,-41,-43
-21,-42,-42,-42,-43
-40,-43,-42,-42,-43
-32,-42,-42,-42,-43
-44,-42,-42,-41,-43
-54,-42,-42,-42,-43
-49,-42,-42,-42,-43
-51,-42,-42,-42,-43
-35,-41,-42,-41,-43
-21,-42,-42,-41,-43
-53,-42,-42,-42,-43
-35,-41,-42,-41,-43
-79,-42,-43,-42,-43
-48,-42,-42,-41,-43
-54,-42,-42,-41,-42
-46,-42,-42,-42,-43
-30,-42,-43,-41,-43
-51,-42,-42,-41,-44
2,-42,-42,-41,-43
-29,-43,-42,-41,-43
-57,-42,-42,-41,-42
-55,-42,-42,-41,-43
-58,-42,-42,-42,-43
-10,-42,-42,-42,-43
-41,-41,-42,-42,-44
-24,-42,-42,-41,-43
-35,-43,-43,-42,-42
-50,-42,-42,-42,-43
-54,-42,-43,-41,-43
-98,-42,-43,-42,-43
-31,-42,-42,-42,-43
-34,-42,-42,-41,-43
-50,-42,-42,-41,-43
-30,-42,-42,-42,-43
-42,-41,-41,-41,-43
-45,-42,-42,-42,-43
-73,-42,-42,-42,-44
-47,-42,-42,-41,-43
-40,-42,-43,-42,-43
-51,-42,-42,-42,-44
-35,-43,-42,-42,-43
-38,-41,-42,-42,-43
-28,-42,-42,-41,-42
-42,-42,-42,-41,-43
-65,-41,-42,-41,-43
-51,-42,-43,-42,-43
-50,-43,-42,-42,-43
-23,-42,-43,-41,-43
-39,-42,-42,-42,-43
-34,-42,-42,-42,-43
-41,-42,-42,-41,-43
-49,-41,-42,-41,-43
-43,-42,-42,-42,-42
-67,-42,-42,-42,-43
-40,-42,-42,-41,-43
-42,-43,-43,-41,-43
-54,-42,-43,-42,-43
-32,-42,-42,-41,-43
-69,-42,-42,-41,-43
-46,-42,-42,-42,-44
-61,-42,-42,-42,-43
-46,-41,-41,-41,-43
-35,-42,-42,-42,-43
-50,-41,-42,-41,-43
5,-42,-42,-41,-43
-28,-44,-43,-41,-43
-46,-42,-42,-42,-43
-56,-43,-42,-42,-43
-62,-42,-43,-42,-43
-35,-43,-43,-42,-43
-49,-42,-43,-41,-44
-21,-42,-43,-42,-43
-30,-42,-42,-42,-43
-38,-42,-43,-41,-43
-51,-42,-42,-41,-43
-89,-42,-42,-41,-43
-34,-42,-42,-41,-43
-45,-42,-43,-42,-43
-53,-42,-42,-42,-43
-28,-42,-43,-42,-43
-34,-41,-42,-41,-43
-41,-42,-42,-41,-43
-73,-42,-43,-42,-43
-45,-42,-42,-41,-43
-47,-41,-42,-41,-43
-54,-41,-42,-41,-43
-34,-41,-42,-41,-43
-33,-42,-42,-41,-43
-25,-42,-43,-42,-43
-45,-42,-42,-41,-44
-67,-42,-42,-42,-43
-49,-42,-42,-42,-43
-52,-42,-42,-42,-44
-17,-43,-42,-42,-43
-36,-42,-42,-41,-43
-39,-42,-42,-42,-43
-41,-42,-42,-41,-43
-51,-41,-42,-41,-43
-46,-42,-42,-42,-42
-70,-42,-42,-41,-43
-40,-42,-42,-41,-45
-43,-42,-43,-42,-43
-54,-42,-43,-41,-43
-30,-42,-42,-41,-43
-49,-41,-42,-41,-43
-42,-42,-42,-41,-43
-65,-41,-42,-41,-43
-49,-41,-42,-41,-43
-38,-42,-42,-41,-42
-51,-42,-43,-42,-43
15,-42,-42,-42,-43
802,-44,-43,-41,-43
-3572,-45,-42,-41,-43
-7740,-44,-42,-41,-43
-7430,-43,-43,-42,-43
1047,-42,-42,-42,-42
5313,-43,-42,-41,-43
5223,-43,-42,-41,-43
5203,-44,-42,-42,-43
5197,-43,-42,-41,-43
324,-44,-42,-41,-43
-7679,-45,-43,-41,-42
-7701,-44,-42,-41,-43
-7713,-44,-42,-42,-44
-7686,-44,-43,-42,-43
-2566,-43,-43,-42,-44
5220,-41,-41,-41,-43
5153,-42,-42,-41,-43
5143,-43,-41,-41,-42
5157,-44,-42,-41,-43
5138,-43,-42,-41,-43
5146,-44,-43,-41,-43
4938,-44,-43,-42,-43
-1638,-45,-42,-41,-43
-7816,-45,-43,-42,-43
-7700,-44,-42,-42,-43
-7675,-43,-43,-42,-43
-7668,-42,-42,-41,-43
-7664,-42,-42,-42,-43
-7479,-43,-42,-41,-43
1674,-41,-41,-41,-43
5160,-43,-42,-42,-43
5114,-44,-42,-42,-43
5107,-44,-42,-41,-43
5138,-44,-42,-42,-42
5159,-44,-42,-42,-43
-691,-45,-42,-41,-43
-7750,-45,-43,-42,-43
-7669,-44,-42,-41,-43
-7668,-43,-42,-41,-43
-7686,-42,-42,-41,-43
-7652,-43,-42,-42,-43
-7655,-43,-42,-42,-43
-7644,-42,-42,-42,-43
-1754,-42,-43,-42,-43
5159,-41,-41,-42,-43
5096,-43,-41,-41,-43
5121,-44,-43,-42,-42
5153,-44,-43,-42,-43
5166,-44,-42,-41,-43
5156,-43,-42,-41,-43
5147,-44,-42,-42,-42
-456,-45,-42,-42,-43
-7697,-44,-42,-41,-43
-7670,-44,-42,-42,-43
-7700,-43,-42,-42,-43
-7640,-43,-42,-42,-43
-7623,-43,-43,-41,-42
-7626,-44,-42,-41,-44
-2869,-42,-42,-42,-44
5067,-40,-41,-41,-44
5135,-43,-42,-41,-43
5121,-43,-42,-41,-43
5145,-43,-42,-42,-43
5133,-43,-42,-42,-42
5143,-44,-42,-41,-43
5097,-44,-41,-41,-43
-539,-45,-43,-42,-42
-7697,-45,-43,-42,-43
-7649,-43,-42,-41,-42
-7621,-43,-42,-41,-43
-7608,-43,-42,-41,-42
-7607,-42,-42,-41,-43
-7625,-42,-42,-41,-42
-2271,-42,-42,-41,-43
5139,-41,-42,-42,-43
5128,-43,-42,-41,-43
5105,-44,-43,-42,-43
5160,-44,-43,-41,-43
5177,-44,-43,-41,-43
5174,-45,-42,-41,-43
5007,-45,-42,-41,-43
-2645,-45,-42,-41,-43
-7713,-44,-42,-41,-43
-7636,-43,-42,-41,-42
-7609,-43,-42,-41,-43
-7621,-43,-42,-41,-43
-7602,-43,-42,-42,-43
-7304,-44,-43,-42,-43
1897,-42,-42,-41,-43
5245,-43,-43,-42,-43
5193,-44,-43,-42,-43
5231,-43,-42,-42,-43
5237,-43,-42,-41,-43
5234,-43,-42,-41,-42
5223,-44,-41,-41,-43
4844,-43,-41,-41,-43
-6368,-46,-43,-42,-42
-7649,-44,-42,-42,-44
-7649,-43,-43,-42,-43
-7602,-44,-42,-42,-43
-7585,-44,-43,-42,-44
-7586,-43,-42,-41,-44
-3414,-42,-42,-42,-43
5059,-41,-41,-41,-43
5239,-42,-41,-42,-43
5219,-43,-42,-41,-43
5256,-43,-42,-42,-42
5253,-44,-43,-41,-43
5265,-43,-42,-41,-43
5219,-44,-42,-42,-42
-879,-46,-42,-42,-43
-7680,-45,-43,-42,-43
-7608,-43,-42,-42,-43
-7579,-43,-42,-41,-43
-7566,-43,-42,-41,-43
-7563,-43,-41,-41,-42
-7425,-43,-42,-41,-43
124,-42,-42,-41,-44
5364,-43,-42,-41,-43
5255,-45,-42,-42,-43
5234,-44,-43,-42,-44
5287,-44,-42,-41,-43
5305,-45,-43,-41,-42
5299,-44,-42,-41,-43
5136,-45,-43,-41,-43
-3226,-45,-42,-41,-43
-7662,-44,-42,-42,-43
-7610,-42,-42,-42,-44
-7581,-43,-42,-41,-42
-7587,-43,-42,-42,-43
-7571,-43,-43,-42,-43
-6216,-43,-42,-42,-43
3068,-42,-42,-41,-43
5324,-43,-42,-42,-44
5290,-44,-42,-41,-43
5322,-43,-42,-41,-43
5342,-44,-42,-42,-42
5330,-43,-42,-41,-43
5324,-43,-41,-41,-43
5113,-44,-42,-41,-42
-5452,-46,-43,-42,-43
-7628,-44,-42,-41,-43
-7636,-43,-43,-42,-43
-7573,-43,-43,-42,-43
-7568,-44,-43,-42,-43
-7558,-42,-42,-41,-43
-4405,-42,-42,-41,-43
4230,-41,-41,-42,-44
5305,-43,-42,-41,-43
5289,-44,-42,-41,-42
5311,-43,-42,-41,-43
5302,-43,-41,-41,-43
5314,-44,-43,-42,-42
5274,-44,-42,-42,-43
4915,-44,-42,-41,-43
-6582,-46,-42,-41,-42
-7612,-44,-43,-42,-42
-7566,-43,-42,-42,-43
-7546,-43,-42,-41,-43
-7548,-43,-42,-42,-43
-7563,-43,-42,-42,-43
-4452,-42,-42,-41,-43
4161,-41,-42,-41,-42
5288,-43,-41,-42,-43
5277,-44,-43,-42,-43
5308,-45,-42,-41,-43
5346,-44,-43,-42,-43
5323,-44,-42,-42,-43
5353,-44,-42,-40,-43
5123,-44,-42,-41,-42
-5850,-46,-43,-42,-43
-7625,-44,-41,-41,-43
-7569,-44,-43,-42,-43
-7572,-44,-42,-42,-43
-7555,-43,-43,-42,-43
-7534,-43,-42,-42,-43
-6276,-42,-42,-41,-43
3002,-42,-42,-41,-43
5309,-43,-42,-41,-43
5323,-43,-42,-41,-43
5310,-43,-42,-41,-43
5323,-44,-41,-41,-42
5300,-44,-42,-42,-43
5333,-44,-42,-42,-43
3855,-44,-42,-41,-43
-7069,-46,-43,-42,-43
-7585,-44,-43,-42,-43
-7557,-43,-42,-42,-43
-7514,-43,-42,-42,-43
-7534,-44,-43,-42,-42
-7513,-43,-43,-41,-43
-7295,-43,-42,-41,-43
-519,-42,-42,-41,-43
5361,-41,-41,-41,-43
5288,-42,-41,-41,-43
5295,-43,-43,-41,-42
5310,-44,-43,-42,-43
5302,-44,-42,-41,-43
5338,-43,-42,-41,-43
5156,-44,-42,-42,-43
-4873,-45,-42,-42,-43
-7572,-44,-42,-41,-42
-7539,-43,-42,-42,-43
-7529,-43,-42,-42,-43
-7544,-43,-41,-41,-43
-7507,-43,-42,-41,-43
-7514,-43,-42,-42,-44
-3612,-44,-42,-42,-43
5051,-43,-42,-41,-43
5314,-43,-42,-41,-43
5342,-44,-42,-42,-43
5330,-44,-42,-41,-43
5362,-44,-42,-42,-43
5385,-44,-42,-41,-43
5178,-44,-42,-41,-43
-3003,-45,-42,-41,-43
-7646,-44,-43,-42,-43
-7533,-43,-42,-42,-43
-7516,-43,-43,-41,-43
-7534,-44,-43,-42,-43
-7486,-43,-42,-41,-43
-7475,-43,-42,-42,-43
-4452,-43,-42,-41,-42
5062,-41,-42,-41,-43
5354,-42,-42,-41,-43
5346,-43,-42,-41,-42
5340,-44,-42,-41,-43
5366,-44,-42,-41,-43
5352,-44,-42,-42,-43
5366,-44,-42,-41,-43
-258,-45,-43,-42,-43
-7590,-44,-42,-41,-43
-7498,-44,-42,-42,-43
-7499,-43,-42,-42,-42
-7471,-42,-42,-41,-43
-7478,-43,-42,-42,-43
-7468,-43,-43,-41,-43
-7330,-43,-42,-41,-43
1309,-42,-42,-42,-43
5387,-43,-42,-41,-43
5339,-44,-43,-42,-44
5354,-43,-42,-42,-44
5375,-44,-42,-41,-42
5417,-43,-42,-42,-43
5388,-43,-42,-40,-43
5198,-44,-42,-41,-42
-6114,-45,-43,-42,-43
-7521,-43,-43,-41,-43
-7514,-44,-42,-42,-43
-7482,-44,-42,-42,-43
-7464,-44,-42,-41,-44
-7455,-44,-41,-41,-44
-7438,-43,-42,-41,-42
-4894,-42,-42,-42,-43
4749,-41,-41,-40,-43
5379,-44,-42,-42,-43
5372,-44,-42,-41,-43
5387,-44,-42,-41,-43
5390,-45,-42,-41,-43
5387,-44,-42,-42,-43
5217,-44,-42,-42,-43
-3478,-46,-43,-42,-43
-7554,-44,-43,-42,-43
-7460,-43,-42,-41,-44
-7455,-43,-42,-42,-44
-7417,-42,-42,-41,-43
-7437,-43,-43,-42,-43
-7429,-43,-42,-41,-44
-7425,-44,-42,-42,-43
-7241,-43,-42,-42,-43
1888,-42,-42,-41,-43
5447,-43,-42,-42,-43
5411,-44,-42,-41,-43
5414,-44,-42,-41,-43
5438,-43,-42,-41,-43
5441,-44,-42,-41,-42
5265,-44,-43,-42,-43
-6241,-45,-42,-41,-43
-7457,-44,-42,-42,-42
-7438,-44,-42,-42,-43
-7436,-43,-42,-41,-43
-7441,-43,-42,-42,-42
-7410,-43,-43,-42,-43
-7397,-43,-43,-41,-43
-7393,-42,-42,-41,-43
-6819,-43,-43,-41,-43
2593,-41,-42,-42,-43
5513,-43,-42,-41,-43
5446,-44,-42,-41,-42
5472,-44,-42,-42,-44
5461,-44,-42,-41,-43
5473,-44,-42,-42,-42
5223,-44,-43,-42,-43
-6647,-45,-42,-42,-44
-7435,-44,-42,-41,-43
-7411,-43,-42,-42,-42
-7391,-43,-42,-42,-43
-7382,-43,-42,-41,-43
-7342,-43,-42,-42,-43
-7363,-43,-43,-42,-43
-7353,-44,-42,-41,-43
-1917,-42,-42,-42,-43
5491,-41,-42,-42,-43
5438,-43,-43,-42,-43
5469,-44,-42,-41,-43
5477,-44,-43,-42,-43
5486,-44,-42,-42,-43
5298,-44,-42,-41,-43
-2955,-46,-42,-41,-42
-7421,-44,-43,-42,-43
-7377,-43,-42,-41,-43
-7351,-43,-42,-42,-43
-7357,-43,-43,-42,-43
-7345,-43,-41,-41,-43
-7370,-43,-42,-42,-42
-7331,-43,-42,-42,-43
-7119,-43,-42,-41,-44
177,-41,-41,-41,-42
5589,-43,-42,-42,-43
5501,-44,-42,-41,-43
5538,-44,-42,-42,-43
5521,-44,-42,-42,-42
5556,-44,-42,-41,-43
1772,-44,-42,-41,-43
-7298,-46,-43,-42,-42
-7372,-44,-42,-41,-43
-7336,-43,-42,-41,-43
-7348,-43,-42,-40,-43
-7330,-43,-42,-42,-42
-7329,-43,-42,-42,-43
-7303,-43,-42,-41,-43
-7274,-43,-42,-42,-43
-3663,-43,-42,-41,-43
4935,-41,-41,-41,-43
5558,-43,-42,-41,-43
5553,-43,-43,-42,-43
5541,-44,-41,-41,-43
5570,-44,-43,-42,-43
5558,-44,-42,-42,-42
5336,-44,-42,-42,-43
-5547,-45,-42,-41,-42
-7342,-44,-42,-42,-42
-7312,-44,-43,-42,-43
-7309,-43,-42,-41,-43
-7283,-43,-42,-41,-43
-7282,-43,-42,-41,-43
-7273,-43,-41,-42,-43
-7300,-43,-42,-42,-43
-1175,-43,-42,-41,-43
5606,-41,-42,-41,-44
5533,-42,-42,-41,-43
5546,-44,-43,-42,-43
5581,-44,-43,-41,-42
5618,-43,-42,-41,-43
5591,-44,-42,-41,-43
253,-45,-42,-41,-43
-7290,-45,-42,-41,-43
-7297,-44,-43,-42,-43
-7316,-43,-43,-42,-43
-7281,-43,-42,-42,-43
-7276,-42,-42,-41,-43
-7269,-43,-42,-41,-42
-7245,-43,-42,-42,-43
-7058,-42,-42,-41,-43
2443,-41,-42,-41,-43
5661,-43,-42,-42,-43
